u,e,k,min,threshold,value,Topic Recall,Class Entropy,Cluster Entropy,Total Entropy,Mean_Newsworthiness,NumberOfEvents
3,2,15,1,15,1,0.4617,1.1092,1.1576,1.1334,48.18,1075
3,2,15,3,5,3,0.5313,1.0613,1.0272,1.0443,53.58,1160
3,2,15,3,5,5,0.5368,0.9702,1.0751,1.0227,52.99,1160
3,2,15,3,10,3,0.5146,1.0620,1.0976,1.0798,53.22,1146
3,2,15,4,3,5,0.5276,1.0313,1.0038,1.0176,53.50,1156
3,2,15,4,3,10,0.4994,0.8792,1.2374,1.0583,49.71,1131
3,2,15,4,5,5,0.5313,0.8488,1.2016,1.0252,52.85,1164
3,2,15,4,7,2,0.5313,1.0682,1.0357,1.0519,53.87,1161
3,2,15,4,7,10,0.5138,0.9788,1.0881,1.0334,52.59,1138
3,2,15,4,10,5,0.5321,1.0784,1.0364,1.0574,50.21,1150
3,2,15,5,5,2,0.5352,1.0293,1.0224,1.0258,52.35,1163
3,2,15,5,10,4,0.5187,1.2037,0.9324,1.0681,53.47,1152
3,2,15,6,6,4,0.5258,1.1387,0.9936,1.0661,52.21,1165
3,2,15,6,7,5,0.5309,1.0329,1.0309,1.0319,52.33,1164
3,2,15,6,15,1,0.4809,1.1989,1.0497,1.1243,47.03,1091
3,2,15,8,4,4,0.5241,0.9458,1.1725,1.0591,50.42,1151
3,2,15,8,6,2,0.5249,1.2057,0.9170,1.0613,51.59,1152
3,2,20,1,5,2,0.3945,1.1639,1.2086,1.1863,43.62,997
3,2,20,1,10,2,0.3938,1.3435,1.0965,1.2200,45.03,988
3,2,20,2,5,3,0.4040,1.2978,1.0823,1.1901,46.65,1004
3,2,20,2,6,1,0.3974,1.3133,1.0536,1.1834,45.30,1001
3,2,20,2,10,4,0.3979,1.3694,1.0503,1.2099,41.82,996
3,2,20,3,4,4,0.4197,1.2160,1.1816,1.1988,44.01,1007
3,2,20,3,10,1,0.3940,1.0114,1.4022,1.2068,41.27,996
3,2,20,4,3,10,0.3938,1.1557,1.2864,1.2210,44.21,990
3,2,20,5,5,10,0.4094,1.4026,1.0079,1.2052,47.06,995
3,2,20,5,7,4,0.4171,1.0922,1.2701,1.1812,45.97,1012
3,2,20,6,3,5,0.4029,1.2225,1.1181,1.1703,43.64,1006
3,2,20,6,10,1,0.4012,1.2720,1.1656,1.2188,42.17,998
3,2,20,6,15,3,0.3852,1.0759,1.3884,1.2321,44.89,966
3,2,20,8,3,2,0.3906,1.2303,1.1539,1.1921,45.50,998
3,2,20,8,5,10,0.3985,1.1899,1.2469,1.2184,43.26,988
3,2,20,8,6,10,0.3860,1.3238,1.0878,1.2058,43.50,988
3,3,3,1,5,1,0.6474,0.7864,0.9400,0.8632,59.99,1293
3,3,3,2,10,5,0.6446,0.8737,0.8529,0.8633,60.32,1294
3,3,3,2,15,10,0.5546,1.1767,0.8566,1.0166,55.61,1180
3,3,3,3,4,1,0.6454,1.0082,0.7395,0.8739,59.01,1315
3,3,3,3,6,5,0.6884,0.7316,0.8491,0.7903,64.99,1334
3,3,4,1,10,5,0.6252,1.0371,0.7764,0.9068,58.24,1293
3,3,4,2,6,3,0.6731,0.7732,0.8804,0.8268,61.77,1338
3,3,4,2,7,1,0.6617,0.7795,0.9384,0.8590,61.97,1324
3,3,4,3,4,3,0.6899,0.8560,0.7783,0.8172,64.20,1344
3,3,4,3,6,10,0.6646,0.7860,0.9101,0.8481,61.39,1301
3,3,4,3,7,4,0.6989,0.9192,0.7169,0.8180,62.82,1351
3,3,4,3,15,3,0.6049,0.8600,1.0053,0.9326,54.76,1228
3,3,4,4,3,3,0.6822,0.7122,0.9377,0.8250,61.84,1342
3,3,4,4,4,4,0.7118,0.6710,0.8430,0.7570,62.75,1354
3,3,5,2,5,5,0.6922,0.6498,0.9676,0.8087,62.44,1346
3,3,5,2,7,2,0.6795,0.9624,0.7385,0.8504,60.89,1342
3,3,5,2,15,1,0.5767,0.8608,1.0544,0.9576,57.58,1218
3,3,5,4,4,1,0.6842,0.7620,0.8621,0.8120,64.80,1350
3,3,5,5,3,10,0.6382,1.0421,0.7223,0.8822,61.53,1304
3,3,5,5,5,4,0.7251,0.8925,0.6010,0.7468,65.69,1376
3,3,6,1,3,2,0.6689,0.8310,0.8250,0.8280,59.34,1312
3,3,6,1,10,5,0.6667,0.7340,0.9131,0.8236,62.84,1305
3,3,6,2,10,10,0.6276,0.7865,1.0203,0.9034,56.74,1277
3,3,6,3,3,2,0.6829,0.7402,0.9275,0.8339,64.07,1343
3,3,6,3,3,4,0.6826,0.8460,0.8094,0.8277,62.36,1350
3,3,6,3,7,10,0.6470,0.7241,1.0579,0.8910,57.43,1311
3,3,6,4,3,3,0.6917,0.6301,0.9795,0.8048,63.57,1357
3,3,6,5,3,1,0.6808,0.7196,0.8849,0.8022,62.07,1346
3,3,6,5,7,1,0.6942,0.7221,0.8584,0.7903,62.38,1363
3,3,6,5,15,2,0.5880,0.7756,1.1017,0.9386,55.71,1241
3,3,6,6,15,4,0.5890,1.0008,0.8990,0.9499,55.58,1243
3,3,10,1,4,5,0.6166,0.9097,0.9283,0.9190,58.79,1279
3,3,10,1,7,3,0.6355,0.9071,0.9133,0.9102,56.83,1283
3,3,10,1,10,1,0.6217,0.7402,1.0359,0.8881,58.44,1253
3,3,10,1,15,3,0.5402,1.1841,0.8970,1.0406,55.11,1185
3,3,10,1,15,10,0.5281,0.9959,1.1039,1.0499,50.16,1158
3,3,10,2,6,2,0.6513,0.9665,0.7795,0.8730,57.73,1296
3,3,10,3,3,2,0.6508,0.8651,0.8857,0.8754,58.92,1293
3,3,10,3,3,4,0.6621,0.7717,0.9657,0.8687,61.22,1298
3,3,10,3,6,2,0.6458,0.8496,0.9178,0.8837,57.36,1307
3,3,10,4,4,1,0.6426,0.7214,1.0519,0.8866,58.82,1301
3,3,10,4,4,4,0.6619,0.8663,0.8286,0.8475,61.10,1313
3,3,10,4,4,10,0.6291,0.9135,0.9267,0.9201,59.90,1269
3,3,10,4,15,10,0.5538,1.1387,0.8857,1.0122,53.45,1178
3,3,10,5,6,5,0.6695,0.8480,0.8791,0.8635,59.07,1321
3,3,10,6,15,3,0.5797,0.9439,1.0030,0.9734,57.80,1208
3,3,10,8,10,2,0.6256,0.9200,0.8704,0.8952,58.18,1272
3,3,15,1,6,1,0.5176,0.9488,1.2052,1.0770,50.03,1145
3,3,15,1,10,1,0.5099,1.1211,1.0402,1.0807,49.24,1131
3,3,15,1,10,4,0.5185,1.0403,1.0606,1.0504,49.38,1137
3,3,15,2,3,4,0.5187,1.0175,1.1143,1.0659,51.35,1152
3,3,15,2,6,3,0.5292,1.1779,0.8559,1.0169,54.19,1160
3,3,15,3,10,1,0.5079,0.9787,1.1882,1.0834,49.54,1145
3,3,15,4,4,5,0.5343,1.0504,0.9656,1.0080,52.81,1166
3,3,15,4,7,1,0.5298,0.9257,1.1680,1.0469,52.12,1163
3,3,15,5,10,2,0.5329,1.1826,0.8637,1.0232,54.30,1154
3,3,15,6,3,2,0.5434,0.9483,1.0598,1.0041,52.80,1159
3,3,15,6,4,2,0.5361,1.0503,1.0428,1.0466,50.96,1164
3,3,15,6,5,3,0.5305,1.1833,0.9283,1.0558,51.54,1169
3,3,15,6,15,3,0.4815,1.0241,1.1749,1.0995,48.22,1100
3,3,15,8,3,3,0.5153,1.0665,1.0545,1.0605,50.91,1151
3,3,15,8,6,2,0.5186,0.9469,1.1526,1.0497,53.34,1157
3,3,20,1,10,4,0.4040,1.0838,1.2807,1.1823,46.64,994
3,3,20,2,3,5,0.4168,1.2175,1.1714,1.1944,43.14,1003
3,3,20,3,5,10,0.3949,1.1756,1.1921,1.1839,43.64,995
3,3,20,3,10,4,0.4047,1.3514,1.0182,1.1848,42.99,1003
3,3,20,4,4,4,0.4207,0.9681,1.3505,1.1593,44.10,1013
3,3,20,4,7,3,0.4101,1.3307,1.0396,1.1852,46.68,1014
3,3,20,5,6,1,0.4011,1.3682,1.0630,1.2156,42.87,1012
3,3,20,6,6,1,0.3949,1.1384,1.2246,1.1815,46.02,1011
3,3,20,8,3,4,0.4124,1.1080,1.2711,1.1895,42.83,1003
3,3,20,8,5,10,0.3822,1.1360,1.2931,1.2146,43.08,991
3,5,3,1,7,2,0.6487,0.8018,0.9549,0.8784,59.05,1307
3,5,3,2,6,10,0.6216,0.8300,0.9554,0.8927,60.37,1283
3,5,3,2,7,10,0.6256,0.8111,1.0484,0.9298,57.73,1282
3,5,3,2,10,2,0.6355,1.1024,0.7043,0.9033,56.82,1298
3,5,3,3,4,3,0.6860,0.8750,0.7860,0.8305,62.53,1335
3,5,3,3,5,3,0.6848,0.9718,0.7079,0.8398,63.56,1341
3,5,3,3,5,10,0.6543,0.9616,0.7820,0.8718,58.96,1293
3,5,3,3,6,2,0.6935,0.6892,0.8806,0.7849,63.03,1338
3,5,3,3,7,10,0.6394,1.0272,0.7239,0.8756,56.89,1293
3,5,3,3,10,5,0.6683,0.7637,0.9748,0.8693,62.39,1314
3,5,4,1,6,1,0.6663,0.6985,0.9794,0.8389,60.59,1317
3,5,4,1,15,3,0.5891,0.8204,1.0861,0.9533,56.22,1214
3,5,4,2,4,1,0.6754,0.7546,0.8738,0.8142,62.42,1327
3,5,4,2,15,3,0.5773,1.0630,0.8919,0.9775,56.37,1225
3,5,4,3,3,5,0.6979,0.7887,0.8178,0.8033,60.91,1343
3,5,4,3,4,4,0.6970,0.6710,0.9467,0.8089,62.81,1355
3,5,4,3,5,1,0.6893,1.0027,0.6294,0.8161,61.22,1346
3,5,4,3,7,10,0.6485,0.7170,1.0034,0.8602,58.37,1307
3,5,4,4,3,2,0.6974,1.0111,0.6367,0.8239,61.11,1347
3,5,4,4,5,3,0.7201,0.9159,0.5688,0.7423,64.04,1369
3,5,5,1,15,10,0.5503,0.9401,1.0703,1.0052,53.66,1189
3,5,5,2,7,5,0.7098,0.7409,0.8676,0.8042,62.45,1356
3,5,5,2,10,10,0.6467,1.0837,0.7161,0.8999,62.15,1281
3,5,5,2,15,3,0.5847,0.8980,1.0713,0.9846,54.94,1232
3,5,5,2,15,4,0.6060,0.9983,0.8262,0.9122,59.46,1233
3,5,5,2,15,10,0.5715,0.8349,1.1619,0.9984,52.81,1200
3,5,5,3,5,3,0.6974,0.9980,0.6133,0.8057,64.15,1372
3,5,5,3,15,10,0.5737,0.9181,1.0556,0.9868,53.84,1207
3,5,5,4,4,2,0.7077,0.6159,0.9230,0.7695,63.48,1369
3,5,5,4,15,2,0.5982,0.9218,0.9412,0.9315,57.40,1243
3,5,5,4,15,5,0.6007,0.8299,1.0983,0.9641,55.24,1246
3,5,5,5,10,1,0.6651,1.0474,0.6769,0.8622,60.94,1338
3,5,5,5,10,2,0.7040,0.8165,0.7382,0.7774,61.93,1346
3,5,5,5,15,2,0.5993,1.1164,0.7689,0.9426,56.62,1244
3,5,6,1,3,10,0.6250,1.0660,0.7166,0.8913,57.11,1280
3,5,6,1,6,5,0.6947,0.6749,0.9342,0.8046,61.73,1342
3,5,6,2,3,4,0.6857,0.7240,0.9619,0.8430,61.12,1345
3,5,6,2,6,5,0.6874,0.6865,0.9701,0.8283,60.60,1362
3,5,6,2,10,5,0.6761,0.9259,0.7358,0.8308,60.64,1330
3,5,6,4,5,2,0.7327,0.5608,0.9217,0.7412,63.94,1381
3,5,6,5,4,4,0.7213,0.6547,0.8551,0.7549,64.34,1385
3,5,6,5,15,4,0.6240,1.0817,0.7353,0.9085,58.92,1251
3,5,6,6,3,10,0.6627,1.0015,0.6921,0.8468,58.97,1313
3,5,6,6,7,5,0.7164,0.9720,0.5854,0.7787,64.73,1387
3,5,6,6,10,4,0.6818,0.7509,0.8779,0.8144,59.75,1354
3,5,10,1,3,10,0.6111,0.9085,0.9590,0.9337,55.83,1241
3,5,10,1,10,4,0.6349,0.6903,1.0796,0.8850,59.74,1269
3,5,10,1,15,2,0.5479,0.8665,1.1212,0.9938,51.89,1188
3,5,10,2,3,4,0.6276,1.0803,0.7542,0.9173,59.84,1294
3,5,10,2,5,4,0.6675,0.6609,0.9810,0.8209,61.29,1307
3,5,10,2,6,5,0.6592,0.8919,0.7805,0.8362,59.55,1308
3,5,10,3,7,5,0.6631,0.8492,0.8169,0.8331,63.29,1318
3,5,10,4,5,3,0.6848,0.7064,0.9782,0.8423,64.13,1325
3,5,10,4,5,10,0.6237,1.1004,0.7654,0.9329,57.45,1280
3,5,10,4,10,1,0.6300,0.8886,0.8692,0.8789,57.29,1290
3,5,10,5,5,10,0.6314,1.0936,0.6975,0.8955,60.22,1282
3,5,10,5,6,1,0.6674,0.8986,0.8304,0.8645,61.10,1318
3,5,10,5,6,5,0.6799,0.8578,0.7529,0.8054,62.41,1330
3,5,10,5,10,3,0.6404,0.8152,0.9755,0.8953,58.34,1302
3,5,10,6,3,10,0.6077,0.9046,0.9219,0.9133,57.89,1268
3,5,10,6,10,5,0.6428,0.6848,1.0680,0.8764,58.90,1300
3,5,10,8,4,5,0.6565,1.0686,0.7020,0.8853,62.20,1301
3,5,10,8,4,10,0.6139,0.9237,0.9335,0.9286,55.44,1260
3,5,10,8,7,5,0.6476,0.7932,0.9567,0.8749,61.22,1306
3,5,10,8,15,3,0.5684,0.9084,1.0298,0.9691,54.22,1201
3,5,15,1,7,5,0.5188,1.1675,0.9033,1.0354,52.08,1154
3,5,15,2,6,5,0.5329,0.9201,1.1420,1.0311,49.91,1164
3,5,15,2,10,4,0.5332,1.0768,0.9930,1.0349,50.36,1150
3,5,15,3,5,5,0.5219,1.0852,1.0538,1.0695,49.35,1170
3,5,15,3,10,5,0.5266,0.8741,1.1687,1.0214,52.93,1156
3,5,15,4,5,2,0.5295,0.9476,1.1622,1.0549,52.65,1172
3,5,15,4,10,10,0.4926,0.9756,1.2251,1.1004,47.41,1134
3,5,15,5,3,1,0.5357,0.9333,1.1243,1.0288,51.05,1161
3,5,15,5,3,5,0.5361,1.2484,0.8531,1.0507,52.19,1168
3,5,15,5,4,3,0.5299,0.8750,1.2212,1.0481,53.27,1172
3,5,15,5,10,5,0.5349,1.2151,0.8802,1.0476,53.28,1161
3,5,15,6,5,2,0.5505,1.0308,0.9628,0.9968,52.39,1172
3,5,15,6,6,1,0.5474,0.9946,1.0624,1.0285,55.39,1169
3,5,15,6,15,2,0.4965,1.1658,1.0441,1.1049,51.54,1102
3,5,15,6,15,3,0.4812,1.1634,1.0722,1.1178,50.35,1104
3,5,15,8,6,10,0.5237,0.9829,1.0945,1.0387,51.40,1139
3,5,20,1,3,10,0.3973,1.3793,1.0310,1.2051,44.57,984
3,5,20,1,10,3,0.4051,1.2495,1.1643,1.2069,43.44,996
3,5,20,1,10,10,0.3859,1.0367,1.3942,1.2154,44.94,980
3,5,20,2,4,1,0.3944,1.0869,1.3528,1.2198,44.58,1005
3,5,20,2,15,2,0.3751,1.3107,1.1294,1.2201,44.20,965
3,5,20,2,15,3,0.3844,1.2376,1.2280,1.2328,42.71,966
3,5,20,3,6,2,0.4203,1.0336,1.3122,1.1729,45.41,1013
3,5,20,4,4,10,0.3968,1.0844,1.2903,1.1874,42.31,999
3,5,20,4,10,5,0.4213,1.3424,0.9647,1.1536,45.24,1008
3,5,20,8,15,3,0.3789,1.3835,1.0212,1.2024,41.28,966
3,10,3,3,5,3,0.6323,0.9181,0.9039,0.9110,58.90,1289
3,10,3,3,5,5,0.6346,1.0095,0.7771,0.8933,58.00,1289
3,10,3,3,7,5,0.6405,0.8731,0.8676,0.8703,61.30,1289
3,10,3,3,15,3,0.5416,0.9837,1.0269,1.0053,50.99,1190
3,10,4,2,7,4,0.6428,1.0568,0.7426,0.8997,61.16,1294
3,10,4,2,10,3,0.6220,1.1182,0.7398,0.9290,56.38,1270
3,10,4,3,3,5,0.6404,0.7580,0.9708,0.8644,57.63,1291
3,10,4,3,4,10,0.6175,0.8841,0.9905,0.9373,59.74,1258
3,10,4,3,5,5,0.6596,1.0347,0.6739,0.8543,58.19,1304
3,10,4,3,7,1,0.6390,0.7890,0.9715,0.8803,58.21,1293
3,10,4,3,10,1,0.6058,0.9532,0.8815,0.9173,58.80,1271
3,10,4,3,10,4,0.6335,0.9702,0.8085,0.8893,57.72,1282
3,10,4,4,3,1,0.6467,0.7241,1.0414,0.8828,59.89,1288
3,10,4,4,7,3,0.6589,1.0042,0.7106,0.8574,60.74,1311
3,10,4,4,15,2,0.5746,1.0145,0.9620,0.9882,53.17,1201
3,10,5,1,3,4,0.6348,0.9853,0.7671,0.8762,57.37,1275
3,10,5,1,7,5,0.6387,0.9059,0.9152,0.9105,59.66,1286
3,10,5,2,5,3,0.6597,0.7415,0.9851,0.8633,59.81,1301
3,10,5,2,6,4,0.6560,0.7284,0.9748,0.8516,59.55,1304
3,10,5,2,7,5,0.6305,0.8244,0.9676,0.8960,57.11,1301
3,10,5,2,7,10,0.6247,0.9347,0.8670,0.9008,60.61,1260
3,10,5,2,10,1,0.6147,0.7916,1.0475,0.9196,55.52,1269
3,10,5,3,3,1,0.6461,0.7627,0.9578,0.8603,58.91,1289
3,10,5,3,10,4,0.6425,0.7354,1.0318,0.8836,60.73,1290
3,10,5,5,5,10,0.6363,1.0394,0.7265,0.8830,59.92,1277
3,10,5,5,15,3,0.5840,1.0716,0.8539,0.9628,56.25,1211
3,10,6,1,15,3,0.5523,1.1957,0.8211,1.0084,51.90,1189
3,10,6,2,3,1,0.6519,0.9354,0.8508,0.8931,58.50,1282
3,10,6,3,4,5,0.6548,0.8448,0.8840,0.8644,61.15,1311
3,10,6,3,10,4,0.6261,0.8750,0.9551,0.9150,59.73,1293
3,10,6,4,3,4,0.6695,0.9688,0.6852,0.8270,61.99,1311
3,10,6,4,4,10,0.6174,0.7092,1.0869,0.8980,60.26,1274
3,10,6,5,3,10,0.6390,0.8800,0.9069,0.8935,58.36,1269
3,10,6,5,6,2,0.6615,0.8178,0.9255,0.8717,60.76,1323
3,10,6,6,7,4,0.6684,0.7769,0.9268,0.8518,63.43,1325
3,10,10,1,6,4,0.6139,0.7881,1.0904,0.9393,59.04,1251
3,10,10,2,3,1,0.5870,1.0275,0.8442,0.9359,57.46,1242
3,10,10,2,15,1,0.5337,0.8410,1.2381,1.0396,54.04,1164
3,10,10,3,15,1,0.5287,1.2062,0.8549,1.0306,50.57,1171
3,10,10,4,3,5,0.6376,0.9652,0.7961,0.8807,57.48,1266
3,10,10,5,5,2,0.6257,0.8099,0.9636,0.8868,59.55,1275
3,10,10,5,10,4,0.6091,0.7798,1.0416,0.9107,58.05,1259
3,10,10,5,15,1,0.5503,1.0193,0.9884,1.0039,54.67,1176
3,10,10,5,15,4,0.5553,1.1513,0.8500,1.0006,51.94,1183
3,10,10,6,5,10,0.5965,1.0531,0.7920,0.9226,56.50,1239
3,10,10,6,6,1,0.6387,0.7939,0.9533,0.8736,59.85,1269
3,10,10,8,3,5,0.6200,0.7363,1.1243,0.9303,57.50,1251
3,10,10,8,4,3,0.6013,0.8663,0.9865,0.9264,58.23,1257
3,10,10,8,6,1,0.6191,0.7930,1.0728,0.9329,59.36,1254
3,10,10,8,6,2,0.6145,0.8098,1.0798,0.9448,58.89,1259
3,10,15,1,4,5,0.5152,0.9011,1.1774,1.0393,51.29,1125
3,10,15,1,6,4,0.5186,0.9813,1.1348,1.0580,50.11,1129
3,10,15,1,6,5,0.5029,0.8969,1.2029,1.0499,52.24,1128
3,10,15,2,7,1,0.5062,1.2175,0.9379,1.0777,52.04,1130
3,10,15,2,15,2,0.4544,1.1199,1.1479,1.1339,48.62,1071
3,10,15,2,15,10,0.4477,1.0520,1.2193,1.1357,49.25,1054
3,10,15,3,3,5,0.5098,1.2405,0.9001,1.0703,51.48,1135
3,10,15,3,6,4,0.5114,0.9374,1.1732,1.0553,48.83,1144
3,10,15,3,7,2,0.5172,0.8821,1.2455,1.0638,52.09,1140
3,10,15,3,7,5,0.5089,0.9569,1.1842,1.0705,50.05,1142
3,10,15,4,4,1,0.5105,0.9399,1.2178,1.0788,51.47,1137
3,10,15,4,7,2,0.5069,1.0576,1.0336,1.0456,48.40,1144
3,10,15,4,10,4,0.5171,1.1384,0.9279,1.0332,50.24,1133
3,10,15,5,7,1,0.5139,1.1133,0.9754,1.0443,51.19,1141
3,10,15,5,10,1,0.5089,0.9432,1.1550,1.0491,52.72,1128
3,10,15,6,6,5,0.5243,0.9964,1.0908,1.0436,50.28,1147
3,10,15,8,4,10,0.5044,1.0001,1.1179,1.0590,49.95,1110
3,10,15,8,6,4,0.5027,1.1678,0.9872,1.0775,49.84,1137
3,10,15,8,7,3,0.5068,0.9675,1.1238,1.0457,48.70,1136
3,10,20,1,3,1,0.3805,1.2278,1.1964,1.2121,42.97,980
3,10,20,1,5,2,0.3978,1.0061,1.3685,1.1873,44.32,986
3,10,20,1,7,10,0.3647,1.0975,1.3258,1.2117,42.13,972
3,10,20,1,10,2,0.3857,1.1899,1.2462,1.2180,42.58,978
3,10,20,2,3,1,0.3869,1.2103,1.1639,1.1871,45.08,985
3,10,20,2,4,4,0.3856,1.1348,1.3155,1.2251,42.72,992
3,10,20,2,10,1,0.3954,1.3908,1.0358,1.2133,41.63,981
3,10,20,2,15,3,0.3705,1.3132,1.1701,1.2417,43.67,951
3,10,20,4,5,2,0.3966,1.0905,1.2808,1.1857,44.55,998
3,10,20,4,5,3,0.3953,1.0273,1.3509,1.1891,45.78,999
3,10,20,4,15,1,0.3641,1.3003,1.1411,1.2207,43.48,953
3,10,20,5,3,1,0.4030,1.0868,1.3266,1.2067,41.88,992
3,10,20,5,6,2,0.4104,0.9954,1.3374,1.1664,47.04,999
3,10,20,6,15,3,0.3697,1.4181,1.0406,1.2293,41.98,956
3,10,20,8,3,2,0.3841,1.0811,1.3884,1.2348,41.40,987
3,10,20,8,3,4,0.3869,1.3929,1.0409,1.2169,43.18,989
3,10,20,8,15,4,0.3649,1.3242,1.1414,1.2328,40.15,951
3,20,3,2,15,4,0.4072,1.1805,1.1887,1.1846,45.30,1003
3,20,3,3,3,3,0.4281,1.2036,1.1026,1.1531,44.08,1051
3,20,3,3,3,5,0.4435,1.2461,1.0086,1.1273,45.30,1051
3,20,3,3,4,10,0.4288,1.2778,1.0615,1.1696,44.97,1036
3,20,4,1,4,1,0.4286,1.0170,1.2832,1.1501,48.01,1045
3,20,4,1,4,3,0.4388,0.9698,1.3672,1.1685,48.78,1049
3,20,4,1,4,10,0.4294,1.0908,1.2157,1.1533,46.92,1031
3,20,4,1,10,3,0.4226,1.3685,1.0069,1.1877,43.71,1042
3,20,4,2,5,10,0.4366,1.0954,1.2274,1.1614,44.66,1039
3,20,4,3,4,10,0.4211,1.0626,1.3039,1.1833,46.93,1042
3,20,4,3,5,2,0.4487,1.0502,1.2715,1.1608,49.09,1061
3,20,4,3,6,1,0.4397,0.9674,1.3368,1.1521,44.81,1059
3,20,4,4,3,2,0.4487,1.2517,0.9945,1.1231,46.82,1059
3,20,4,4,3,4,0.4604,1.0179,1.2727,1.1453,48.70,1061
3,20,4,4,4,1,0.4420,1.0969,1.2333,1.1651,47.22,1059
3,20,4,4,15,10,0.3887,1.1476,1.3131,1.2304,45.08,998
3,20,5,1,4,5,0.4297,1.0949,1.1859,1.1404,43.78,1053
3,20,5,2,3,4,0.4457,1.1768,1.0976,1.1372,46.47,1057
3,20,5,2,5,2,0.4488,0.9875,1.2517,1.1196,46.61,1060
3,20,5,2,10,1,0.4468,1.1630,1.1450,1.1540,44.50,1047
3,20,5,2,15,3,0.4033,1.2944,1.0805,1.1874,42.45,1011
3,20,5,3,4,3,0.4473,1.3396,0.9436,1.1416,48.88,1065
3,20,5,4,4,5,0.4438,1.1570,1.1706,1.1638,49.19,1067
3,20,5,4,5,10,0.4288,1.0291,1.3392,1.1842,44.48,1050
3,20,5,5,6,4,0.4557,0.9927,1.3050,1.1489,47.83,1072
3,20,5,5,10,3,0.4553,0.9632,1.3343,1.1487,48.95,1060
3,20,6,1,3,4,0.4454,0.9292,1.3102,1.1197,44.75,1051
3,20,6,2,3,4,0.4617,1.1521,1.1021,1.1271,46.05,1058
3,20,6,2,3,5,0.4347,1.0786,1.2300,1.1543,48.10,1058
3,20,6,2,4,10,0.4339,1.1040,1.1953,1.1496,43.86,1042
3,20,6,2,5,5,0.4624,1.0453,1.2289,1.1371,46.11,1063
3,20,6,3,3,1,0.4570,1.1998,1.0813,1.1406,47.14,1058
3,20,6,4,3,3,0.4629,1.2595,1.0333,1.1464,48.80,1065
3,20,6,4,5,2,0.4528,0.9500,1.2713,1.1107,47.24,1069
3,20,6,4,10,10,0.4367,1.1993,1.1031,1.1512,46.98,1042
3,20,6,5,6,1,0.4505,1.2293,1.0542,1.1418,47.23,1068
3,20,6,6,5,4,0.4552,1.1848,1.1107,1.1477,45.99,1071
3,20,10,1,3,10,0.4079,1.0052,1.3562,1.1807,46.61,1015
3,20,10,2,3,1,0.4299,1.2427,1.1030,1.1729,47.09,1034
3,20,10,3,3,3,0.4305,1.1164,1.2175,1.1670,44.57,1043
3,20,10,3,4,3,0.4322,0.9772,1.2938,1.1355,47.67,1046
3,20,10,3,7,3,0.4347,1.2532,1.1061,1.1797,44.33,1048
3,20,10,4,4,4,0.4464,1.3135,0.9679,1.1407,48.10,1050
3,20,10,4,6,10,0.4141,1.2013,1.1356,1.1684,45.76,1033
3,20,10,5,6,1,0.4285,1.2527,1.0432,1.1480,47.37,1048
3,20,10,6,3,4,0.4401,1.1224,1.1562,1.1393,46.85,1046
3,20,10,6,5,2,0.4356,1.0546,1.2120,1.1333,44.85,1049
3,20,10,6,5,3,0.4329,1.3166,1.0364,1.1765,47.90,1051
3,20,15,1,4,5,0.3661,1.2411,1.2195,1.2303,43.05,968
3,20,15,2,5,4,0.3796,1.2576,1.1877,1.2226,40.57,975
3,20,15,2,6,1,0.3733,1.2379,1.1875,1.2127,40.09,972
3,20,15,3,4,3,0.3930,1.1949,1.2269,1.2109,46.04,977
3,20,15,4,4,5,0.3827,1.2848,1.1944,1.2396,42.40,979
3,20,15,4,6,3,0.3989,1.2031,1.2362,1.2197,42.20,981
3,20,15,4,6,5,0.3801,1.0332,1.3743,1.2038,45.04,981
3,20,15,4,7,4,0.3974,1.1082,1.2483,1.1782,46.19,981
3,20,15,5,4,4,0.3946,1.1582,1.2886,1.2234,42.91,980
3,20,15,5,15,1,0.3518,1.3988,1.0989,1.2488,38.93,938
3,20,15,5,15,5,0.3615,1.3209,1.1681,1.2445,41.22,941
3,20,15,6,4,5,0.3977,1.2750,1.1108,1.1929,46.45,979
3,20,15,8,4,1,0.3766,1.2062,1.1952,1.2007,43.21,970
3,20,15,8,10,4,0.3753,1.0524,1.4224,1.2374,42.99,967
3,20,20,2,6,5,0.3158,1.3592,1.1937,1.2765,37.02,880
3,20,20,4,4,4,0.3217,1.3188,1.2518,1.2853,39.76,883
3,20,20,4,6,1,0.3201,1.1227,1.4051,1.2639,37.18,882
3,20,20,4,10,1,0.3086,1.4815,1.1234,1.3025,38.69,875
3,20,20,4,15,3,0.3000,1.3994,1.2527,1.3261,38.54,853
3,20,20,5,15,5,0.3000,1.2218,1.4326,1.3272,36.97,853
3,20,20,8,15,5,0.3000,1.3159,1.3262,1.3211,40.42,849
4,2,3,1,10,4,0.6536,0.7353,1.0100,0.8727,61.58,1290
4,2,3,2,3,1,0.6766,0.8279,0.8384,0.8332,61.52,1305
4,2,3,2,4,3,0.6749,0.9238,0.7715,0.8476,59.32,1325
4,2,3,2,6,1,0.6885,0.6582,0.9789,0.8185,61.49,1320
4,2,3,2,15,4,0.5950,0.8580,1.0662,0.9621,55.70,1217
4,2,3,3,3,2,0.6897,0.7564,0.8234,0.7899,60.75,1324
4,2,3,3,4,10,0.6645,0.9695,0.7802,0.8748,62.79,1290
