u,e,k,min,threshold,value,Topic Recall,Total Entropy
2,5,15,8,10,10,0.4997,1.1398
2,5,20,1,4,3,0.4768,0.9175
2,5,20,1,7,5,0.4663,0.9814
2,5,20,1,7,10,0.4648,0.9572
2,5,20,1,10,2,0.4697,0.9768
2,5,20,2,3,5,0.4793,0.9455
2,5,20,2,5,4,0.4810,0.9760
2,5,20,2,6,5,0.4964,1.0020
2,5,20,2,7,2,0.4867,0.9851
2,5,20,2,10,4,0.4894,1.0391
2,5,20,2,10,5,0.4754,1.0242
2,5,20,2,15,4,0.4220,0.9724
2,5,20,3,3,10,0.4721,0.9079
2,5,20,3,6,2,0.5050,1.0216
2,5,20,3,6,5,0.4915,1.0369
2,5,20,3,7,1,0.4821,1.0244
2,5,20,3,10,2,0.4714,1.0470
2,5,20,4,4,2,0.4917,0.9777
2,5,20,4,4,3,0.5021,0.9926
2,5,20,4,7,10,0.4836,1.0079
2,5,20,4,15,5,0.4375,1.0146
2,5,20,5,4,3,0.4938,1.0028
2,5,20,5,7,4,0.5110,1.0848
2,5,20,5,15,2,0.4309,1.0072
2,5,20,8,3,2,0.4790,0.9717
2,5,20,8,6,5,0.4929,1.0531
2,5,20,8,10,10,0.4645,1.0514
2,10,3,1,3,3,0.3522,0.6267
2,10,3,1,3,5,0.3690,0.6201
2,10,3,1,15,4,0.3289,0.6487
2,10,3,2,4,1,0.3519,0.6268
2,10,3,2,4,4,0.3870,0.6403
2,10,3,2,5,2,0.3667,0.6355
2,10,3,2,6,5,0.3764,0.6539
2,10,3,3,5,10,0.3680,0.6304
2,10,3,3,15,2,0.3444,0.6602
2,10,4,1,3,10,0.3778,0.6282
2,10,4,1,4,5,0.3900,0.6557
2,10,4,1,5,3,0.3813,0.6674
2,10,4,1,15,2,0.3548,0.6661
2,10,4,2,6,4,0.3880,0.7028
2,10,4,2,7,1,0.3831,0.7117
2,10,4,2,10,4,0.3908,0.7192
2,10,4,2,15,1,0.3507,0.6697
2,10,4,4,3,2,0.3824,0.6960
2,10,5,3,5,2,0.4221,0.7338
2,10,5,3,10,1,0.4096,0.7829
2,10,5,3,15,1,0.3761,0.7299
2,10,5,4,3,10,0.3997,0.6971
2,10,5,4,4,10,0.4144,0.7150
2,10,5,4,10,3,0.4234,0.7860
2,10,5,4,15,2,0.3880,0.7400
2,10,5,5,3,10,0.4130,0.7065
2,10,5,5,4,5,0.4308,0.7595
2,10,6,1,4,10,0.4215,0.7140
2,10,6,1,6,4,0.4162,0.7617
2,10,6,1,6,10,0.4170,0.7347
2,10,6,3,3,4,0.4324,0.7548
2,10,6,3,5,4,0.4489,0.8058
2,10,6,3,10,5,0.4292,0.8436
2,10,6,3,15,2,0.3873,0.7932
2,10,6,4,5,5,0.4513,0.8184
2,10,6,5,5,5,0.4575,0.8290
2,10,10,1,6,1,0.4799,0.8830
2,10,10,2,10,10,0.4874,0.9184
2,10,10,3,15,1,0.4316,0.9307
2,10,10,5,7,2,0.5331,0.9889
2,10,10,6,6,10,0.5125,0.9433
2,10,10,8,3,2,0.5061,0.9144
2,10,15,1,3,3,0.5335,0.8788
2,10,15,2,3,3,0.5474,0.9120
2,10,15,3,10,1,0.5360,1.0347
2,10,15,3,15,3,0.4949,0.9970
2,10,15,4,4,3,0.5914,0.9954
2,10,15,4,5,2,0.5906,1.0120
2,10,15,4,6,4,0.5910,1.0245
2,10,15,5,3,3,0.5727,0.9825
2,10,15,5,4,1,0.5778,0.9915
2,10,15,5,4,4,0.5844,1.0050
2,10,15,5,6,1,0.5732,1.0116
2,10,15,5,10,4,0.5646,1.1095
2,10,15,6,3,1,0.5607,0.9579
2,10,15,8,3,10,0.5412,0.9217
2,10,15,8,7,10,0.5598,1.0220
2,10,20,1,3,10,0.4692,0.8158
2,10,20,2,3,5,0.4963,0.8882
2,10,20,3,6,5,0.5378,0.9622
2,10,20,3,7,3,0.5152,0.9631
2,10,20,4,3,1,0.5146,0.8932
2,10,20,5,7,5,0.5434,1.0055
2,10,20,6,3,5,0.5174,0.9212
2,10,20,6,6,3,0.5393,0.9966
2,10,20,6,6,4,0.5392,0.9815
2,10,20,6,10,5,0.5172,1.0346
2,10,20,8,4,10,0.5141,0.8944
2,10,20,8,5,3,0.5346,0.9544
2,20,3,1,3,3,0.3240,0.4372
2,20,3,2,3,1,0.3178,0.4237
2,20,3,2,5,1,0.3322,0.4344
2,20,3,2,7,1,0.3076,0.4607
2,20,3,2,7,2,0.3190,0.4663
2,20,3,3,7,1,0.3134,0.4576
2,20,4,2,4,1,0.3344,0.4501
2,20,4,2,7,2,0.3270,0.4719
2,20,4,3,5,4,0.3448,0.4760
2,20,4,3,6,4,0.3514,0.4781
2,20,4,4,3,4,0.3414,0.4556
2,20,5,2,10,2,0.3445,0.4981
2,20,5,3,7,4,0.3742,0.5322
2,20,5,3,10,5,0.3543,0.5389
2,20,5,4,3,1,0.3667,0.4786
2,20,5,4,5,4,0.3647,0.5161
2,20,5,4,6,1,0.3704,0.5217
2,20,5,4,10,10,0.3614,0.5255
2,20,6,1,4,3,0.3659,0.5148
2,20,6,1,5,5,0.3746,0.5253
2,20,6,1,6,2,0.3680,0.5271
2,20,6,2,3,4,0.3726,0.5129
2,20,6,2,3,5,0.3549,0.5043
2,20,6,2,4,1,0.3560,0.4885
2,20,6,2,6,1,0.3669,0.5273
2,20,6,2,6,4,0.3593,0.5160
2,20,6,3,3,1,0.3689,0.5011
2,20,6,3,7,3,0.3823,0.5329
2,20,6,4,3,5,0.3764,0.5176
2,20,6,4,3,10,0.3562,0.5087
2,20,6,4,5,1,0.3768,0.5318
2,20,6,6,5,3,0.3739,0.5257
2,20,6,6,5,10,0.3740,0.5145
2,20,10,1,3,5,0.4185,0.5487
2,20,10,1,4,4,0.4104,0.5691
2,20,10,1,7,10,0.4100,0.5921
2,20,10,2,3,10,0.4109,0.5465
2,20,10,2,4,10,0.4043,0.5739
2,20,10,2,10,3,0.4289,0.6129
2,20,10,2,15,5,0.3776,0.6012
2,20,10,3,5,1,0.4220,0.5801
2,20,10,5,10,1,0.4190,0.6222
2,20,10,6,3,3,0.4217,0.5949
2,20,10,6,3,5,0.4399,0.6032
2,20,10,6,7,3,0.4304,0.6392
2,20,10,6,7,4,0.4409,0.6311
2,20,10,6,15,2,0.3898,0.6107
2,20,15,1,7,2,0.4383,0.6061
2,20,15,1,10,1,0.4175,0.6144
2,20,15,1,15,10,0.3915,0.5824
2,20,15,2,4,5,0.4498,0.6189
2,20,15,2,6,1,0.4441,0.6094
2,20,15,3,4,4,0.4501,0.6119
2,20,15,3,6,3,0.4646,0.6369
2,20,15,3,10,4,0.4438,0.6454
2,20,15,4,10,3,0.4499,0.6496
2,20,15,4,10,5,0.4470,0.6696
2,20,15,5,3,5,0.4749,0.6147
2,20,15,5,7,5,0.4782,0.6551
2,20,15,5,10,2,0.4577,0.6460
2,20,15,5,10,10,0.4515,0.6325
2,20,15,5,15,4,0.4225,0.6377
2,20,15,6,3,2,0.4612,0.5960
2,20,15,6,10,4,0.4458,0.6751
2,20,20,1,5,10,0.3947,0.5514
2,20,20,1,6,1,0.4139,0.5934
2,20,20,1,6,2,0.4086,0.5904
2,20,20,2,3,1,0.4173,0.5612
2,20,20,3,6,5,0.4197,0.6049
2,20,20,3,7,5,0.4226,0.6297
2,20,20,3,10,3,0.4216,0.6183
2,20,20,4,4,5,0.4363,0.5993
2,20,20,4,5,2,0.4338,0.6103
2,20,20,5,4,4,0.4407,0.6011
2,20,20,5,6,10,0.4194,0.5940
2,20,20,5,7,2,0.4354,0.6236
2,20,20,5,15,5,0.3851,0.6193
2,20,20,6,5,5,0.4399,0.6066
3,2,3,1,3,3,0.3433,0.6331
3,2,3,2,4,10,0.3525,0.6392
3,2,3,3,10,2,0.3505,0.7183
3,2,4,1,6,1,0.3689,0.7088
3,2,4,1,6,3,0.3711,0.7300
3,2,4,1,10,2,0.3508,0.7374
3,2,4,2,6,10,0.3711,0.7126
3,2,4,3,15,2,0.3392,0.7307
3,2,4,4,5,10,0.3800,0.7292
3,2,5,1,3,1,0.3711,0.7119
3,2,5,1,4,5,0.4009,0.7500
3,2,5,2,6,4,0.3869,0.7874
3,2,5,2,15,2,0.3587,0.7677
3,2,5,3,3,2,0.3927,0.7456
3,2,5,3,5,2,0.4071,0.7804
3,2,5,3,6,5,0.4020,0.8010
3,2,5,3,7,1,0.4066,0.7793
3,2,5,4,5,10,0.4019,0.7710
3,2,5,4,6,4,0.4061,0.8009
3,2,5,4,7,1,0.3868,0.7939
3,2,5,4,10,1,0.3934,0.8174
3,2,5,4,15,5,0.3546,0.7909
3,2,5,5,6,4,0.4120,0.8024
3,2,6,1,6,5,0.4185,0.8026
3,2,6,2,7,5,0.4160,0.8355
3,2,6,3,4,1,0.4125,0.8099
3,2,6,3,5,3,0.4131,0.8305
3,2,6,4,3,3,0.4148,0.7913
3,2,6,4,3,4,0.4139,0.7972
3,2,6,4,4,3,0.4222,0.8306
3,2,6,4,6,10,0.4206,0.8317
3,2,6,4,7,1,0.4027,0.8592
3,2,6,4,7,5,0.4096,0.8642
3,2,6,5,3,3,0.4139,0.8089
3,2,6,5,4,5,0.4156,0.8393
3,2,6,5,10,1,0.4068,0.8713
3,2,6,5,15,4,0.3816,0.8659
3,2,6,6,5,1,0.4126,0.8440
3,2,6,6,6,3,0.4115,0.8529
3,2,6,6,7,5,0.4333,0.8948
3,2,6,6,10,2,0.4117,0.8884
3,2,10,1,4,10,0.4486,0.8743
3,2,10,2,7,4,0.4834,1.0135
3,2,10,2,10,4,0.4771,1.0173
3,2,10,3,3,4,0.4647,0.9294
3,2,10,3,7,1,0.4822,1.0152
3,2,10,3,10,4,0.4699,1.0426
3,2,10,5,5,10,0.4743,0.9801
3,2,10,5,15,10,0.4187,0.9653
3,2,10,6,3,1,0.4696,0.9565
3,2,10,6,4,5,0.4802,1.0037
3,2,10,6,6,10,0.4816,1.0178
3,2,10,6,10,10,0.4800,1.0412
3,2,10,6,15,3,0.4284,1.0338
3,2,10,8,5,1,0.4718,0.9991
3,2,10,8,5,3,0.4842,1.0134
3,2,10,8,7,1,0.4839,1.0435
3,2,10,8,15,2,0.4410,1.0146
3,2,15,1,7,1,0.4816,1.0097
3,2,15,1,10,1,0.4918,1.0388
3,2,15,1,15,1,0.4344,0.9760
3,2,15,3,5,3,0.5190,1.0579
3,2,15,3,5,5,0.5273,1.0577
3,2,15,3,10,3,0.5004,1.1359
3,2,15,4,3,5,0.5197,1.0085
3,2,15,4,3,10,0.4948,0.9643
3,2,15,4,5,5,0.5257,1.0789
3,2,15,4,7,2,0.5205,1.1204
3,2,15,4,7,10,0.5106,1.0591
3,2,15,4,10,5,0.5234,1.1755
3,2,15,5,5,2,0.5274,1.0792
3,2,15,5,10,4,0.5118,1.1917
3,2,15,6,6,4,0.5244,1.1535
3,2,15,6,7,5,0.5308,1.1637
3,2,15,6,15,1,0.4641,1.0899
3,2,15,8,4,4,0.5246,1.0815
3,2,15,8,6,2,0.5227,1.1249
3,2,20,1,5,2,0.4568,0.9175
3,2,20,1,10,2,0.4518,0.9875
3,2,20,2,5,3,0.4735,0.9616
3,2,20,2,6,1,0.4625,0.9519
3,2,20,2,10,4,0.4635,1.0292
3,2,20,3,4,4,0.4939,0.9827
3,2,20,3,10,1,0.4577,1.0229
3,2,20,4,3,10,0.4670,0.9297
3,2,20,5,5,10,0.4887,0.9911
3,2,20,5,7,4,0.4977,1.0655
3,2,20,6,3,5,0.4825,0.9627
3,2,20,6,10,1,0.4721,1.0771
3,2,20,6,15,3,0.4454,1.0356
3,2,20,8,3,2,0.4669,0.9448
3,2,20,8,5,10,0.4793,0.9905
3,2,20,8,6,10,0.4664,0.9951
3,3,3,1,5,1,0.3610,0.6519
3,3,3,2,10,5,0.3543,0.7092
3,3,3,2,15,10,0.3333,0.6723
3,3,3,3,4,1,0.3509,0.6695
3,3,3,3,6,5,0.3783,0.6965
3,3,4,1,10,5,0.3567,0.7502
3,3,4,2,6,3,0.3794,0.7356
3,3,4,2,7,1,0.3710,0.7414
3,3,4,3,4,3,0.3881,0.7318
3,3,4,3,6,10,0.3904,0.7320
3,3,4,3,7,4,0.3899,0.7800
3,3,4,3,15,3,0.3646,0.7417
3,3,4,4,3,3,0.3847,0.7222
3,3,4,4,4,4,0.4024,0.7281
3,3,5,2,5,5,0.4079,0.7802
3,3,5,2,7,2,0.3917,0.8066
3,3,5,2,15,1,0.3532,0.7522
3,3,5,4,4,1,0.3986,0.7663
3,3,5,5,3,10,0.3888,0.7461
3,3,5,5,5,4,0.4206,0.8051
3,3,6,1,3,2,0.4116,0.7512
3,3,6,1,10,5,0.4156,0.8303
3,3,6,2,10,10,0.3996,0.8334
3,3,6,3,3,2,0.4197,0.8005
3,3,6,3,3,4,0.4163,0.8060
3,3,6,3,7,10,0.4052,0.8450
3,3,6,4,3,3,0.4170,0.8083
3,3,6,5,3,1,0.4181,0.7895
3,3,6,5,7,1,0.4219,0.8592
3,3,6,5,15,2,0.3793,0.8387
3,3,6,6,15,4,0.3796,0.8608
3,3,10,1,4,5,0.4637,0.9316
3,3,10,1,7,3,0.4747,0.9907
3,3,10,1,10,1,0.4696,0.9642
3,3,10,1,15,3,0.4142,0.9571
3,3,10,1,15,10,0.4116,0.9207
3,3,10,2,6,2,0.4871,0.9881
3,3,10,3,3,2,0.4901,0.9435
3,3,10,3,3,4,0.5017,0.9623
3,3,10,3,6,2,0.4841,1.0145
3,3,10,4,4,1,0.4839,0.9752
3,3,10,4,4,4,0.4988,0.9949
3,3,10,4,4,10,0.4883,0.9685
3,3,10,4,15,10,0.4394,0.9846
3,3,10,5,6,5,0.5105,1.0749
3,3,10,6,15,3,0.4523,1.0407
3,3,10,8,10,2,0.4825,1.0817
3,3,15,1,6,1,0.5056,1.0177
3,3,15,1,10,1,0.4958,1.0520
3,3,15,1,10,4,0.5092,1.0712
3,3,15,2,3,4,0.5152,0.9962
3,3,15,2,6,3,0.5258,1.0489
3,3,15,3,10,1,0.5012,1.1222
3,3,15,4,4,5,0.5416,1.0570
3,3,15,4,7,1,0.5292,1.1173
3,3,15,5,10,2,0.5348,1.1744
3,3,15,6,3,2,0.5494,1.0323
3,3,15,6,4,2,0.5436,1.0875
3,3,15,6,5,3,0.5412,1.1335
3,3,15,6,15,3,0.4767,1.1221
3,3,15,8,3,3,0.5266,1.0491
3,3,15,8,6,2,0.5300,1.1329
3,3,20,1,10,4,0.4764,0.9987
3,3,20,2,3,5,0.4975,0.9434
3,3,20,3,5,10,0.4787,0.9521
3,3,20,3,10,4,0.4846,1.0606
3,3,20,4,4,4,0.5101,0.9907
3,3,20,4,7,3,0.4977,1.0575
3,3,20,5,6,1,0.4875,1.0427
3,3,20,6,6,1,0.4820,1.0250
3,3,20,8,3,4,0.5055,0.9854
3,3,20,8,5,10,0.4738,0.9909
3,5,3,1,7,2,0.3637,0.6923
3,5,3,2,6,10,0.3588,0.6693
3,5,3,2,7,10,0.3640,0.7032
3,5,3,2,10,2,0.3574,0.7224
3,5,3,3,4,3,0.3814,0.6960
3,5,3,3,5,3,0.3809,0.7139
3,5,3,3,5,10,0.3821,0.6860
3,5,3,3,6,2,0.3868,0.6949
3,5,3,3,7,10,0.3722,0.6944
3,5,3,3,10,5,0.3784,0.7526
3,5,4,1,6,1,0.3852,0.7140
3,5,4,1,15,3,0.3636,0.7173
3,5,4,2,4,1,0.3960,0.6983
3,5,4,2,15,3,0.3530,0.7387
3,5,4,3,3,5,0.4062,0.7242
3,5,4,3,4,4,0.4039,0.7426
3,5,4,3,5,1,0.3994,0.7387
3,5,4,3,7,10,0.3906,0.7408
3,5,4,4,3,2,0.4034,0.7362
3,5,4,4,5,3,0.4140,0.7452
3,5,5,1,15,10,0.3609,0.7385
3,5,5,2,7,5,0.4287,0.8241
3,5,5,2,10,10,0.4092,0.8089
3,5,5,2,15,3,0.3727,0.7953
3,5,5,2,15,4,0.3882,0.7730
3,5,5,2,15,10,0.3746,0.7691
3,5,5,3,5,3,0.4112,0.8004
3,5,5,3,15,10,0.3728,0.7782
3,5,5,4,4,2,0.4221,0.7769
3,5,5,4,15,2,0.3833,0.7948
3,5,5,4,15,5,0.3801,0.8275
3,5,5,5,10,1,0.4017,0.8485
3,5,5,5,10,2,0.4286,0.8416
3,5,5,5,15,2,0.3804,0.8096
3,5,6,1,3,10,0.4103,0.7401
3,5,6,1,6,5,0.4394,0.8261
3,5,6,2,3,4,0.4318,0.8097
3,5,6,2,6,5,0.4287,0.8550
3,5,6,2,10,5,0.4266,0.8731
3,5,6,4,5,2,0.4569,0.8472
3,5,6,5,4,4,0.4515,0.8453
3,5,6,5,15,4,0.4176,0.8700
3,5,6,6,3,10,0.4379,0.7994
3,5,6,6,7,5,0.4481,0.9079
3,5,6,6,10,4,0.4333,0.9136
3,5,10,1,3,10,0.4899,0.8838
3,5,10,1,10,4,0.4994,1.0104
3,5,10,1,15,2,0.4332,0.9368
3,5,10,2,3,4,0.4907,0.9492
3,5,10,2,5,4,0.5234,0.9759
3,5,10,2,6,5,0.5161,0.9995
3,5,10,3,7,5,0.5199,1.0445
3,5,10,4,5,3,0.5384,1.0431
3,5,10,4,5,10,0.5036,1.0055
3,5,10,4,10,1,0.4942,1.0553
3,5,10,5,5,10,0.5139,1.0021
3,5,10,5,6,1,0.5229,1.0534
3,5,10,5,6,5,0.5387,1.0617
3,5,10,5,10,3,0.5082,1.1162
3,5,10,6,3,10,0.4955,0.9457
3,5,10,6,10,5,0.5154,1.1258
3,5,10,8,4,5,0.5312,1.0391
3,5,10,8,4,10,0.5085,0.9814
3,5,10,8,7,5,0.5226,1.0970
3,5,10,8,15,3,0.4636,1.0345
3,5,15,1,7,5,0.5390,1.0535
3,5,15,2,6,5,0.5606,1.0816
3,5,15,2,10,4,0.5533,1.1275
3,5,15,3,5,5,0.5555,1.1034
3,5,15,3,10,5,0.5538,1.1547
3,5,15,4,5,2,0.5614,1.1055
3,5,15,4,10,10,0.5229,1.1409
3,5,15,5,3,1,0.5645,1.0311
3,5,15,5,3,5,0.5758,1.0781
3,5,15,5,4,3,0.5681,1.0992
3,5,15,5,10,5,0.5713,1.2373
3,5,15,6,5,2,0.5904,1.1165
3,5,15,6,6,1,0.5833,1.1441
3,5,15,6,15,2,0.5098,1.1392
3,5,15,6,15,3,0.4964,1.1483
3,5,15,8,6,10,0.5689,1.1041
3,5,20,1,3,10,0.4891,0.8830
3,5,20,1,10,3,0.4950,1.0195
3,5,20,1,10,10,0.4737,0.9753
3,5,20,2,4,1,0.4883,0.9530
3,5,20,2,15,2,0.4487,0.9743
3,5,20,2,15,3,0.4596,0.9968
3,5,20,3,6,2,0.5261,1.0215
3,5,20,4,4,10,0.5038,0.9597
3,5,20,4,10,5,0.5309,1.0912
3,5,20,8,15,3,0.4644,1.0339
3,10,3,3,5,3,0.3910,0.6752
3,10,3,3,5,5,0.3935,0.6702
3,10,3,3,7,5,0.3952,0.6802
3,10,3,3,15,3,0.3475,0.6568
3,10,4,2,7,4,0.4088,0.7323
3,10,4,2,10,3,0.4012,0.7405
3,10,4,3,3,5,0.4161,0.6732
3,10,4,3,4,10,0.4084,0.6890
3,10,4,3,5,5,0.4241,0.7131
3,10,4,3,7,1,0.4058,0.7149
3,10,4,3,10,1,0.3885,0.7204
3,10,4,3,10,4,0.4068,0.7429
3,10,4,4,3,1,0.4162,0.6829
3,10,4,4,7,3,0.4181,0.7403
3,10,4,4,15,2,0.3844,0.7214
3,10,5,1,3,4,0.4301,0.6874
3,10,5,1,7,5,0.4286,0.7634
3,10,5,2,5,3,0.4399,0.7450
3,10,5,2,6,4,0.4395,0.7501
3,10,5,2,7,5,0.4198,0.7654
3,10,5,2,7,10,0.4303,0.7361
3,10,5,2,10,1,0.4139,0.7608
3,10,5,3,3,1,0.4321,0.7009
3,10,5,3,10,4,0.4306,0.7947
3,10,5,5,5,10,0.4424,0.7433
3,10,5,5,15,3,0.4084,0.7705
3,10,6,1,15,3,0.3964,0.7649
3,10,6,2,3,1,0.4591,0.7513
3,10,6,3,4,5,0.4572,0.7866
3,10,6,3,10,4,0.4398,0.8463
3,10,6,4,3,4,0.4720,0.7679
3,10,6,4,4,10,0.4468,0.7565
3,10,6,5,3,10,0.4671,0.7603
3,10,6,5,6,2,0.4645,0.8349
3,10,6,6,7,4,0.4750,0.8543
3,10,10,1,6,4,0.5358,0.9299
3,10,10,2,3,1,0.5102,0.8488
3,10,10,2,15,1,0.4621,0.9108
3,10,10,3,15,1,0.4605,0.9220
3,10,10,4,3,5,0.5698,0.9157
3,10,10,5,5,2,0.5579,0.9540
3,10,10,5,10,4,0.5452,1.0259
3,10,10,5,15,1,0.4834,0.9500
3,10,10,5,15,4,0.4937,0.9777
3,10,10,6,5,10,0.5462,0.9294
3,10,10,6,6,1,0.5699,0.9703
3,10,10,8,3,5,0.5658,0.9386
3,10,10,8,4,3,0.5447,0.9407
3,10,10,8,6,1,0.5582,0.9821
3,10,10,8,6,2,0.5558,0.9980
3,10,15,1,4,5,0.5932,0.9238
3,10,15,1,6,4,0.5979,0.9777
3,10,15,1,6,5,0.5825,0.9624
3,10,15,2,7,1,0.5821,0.9999
3,10,15,2,15,2,0.4987,0.9718
3,10,15,2,15,10,0.4958,0.9409
3,10,15,3,3,5,0.6043,0.9630
3,10,15,3,6,4,0.6128,1.0293
3,10,15,3,7,2,0.6096,1.0404
3,10,15,3,7,5,0.6118,1.0563
3,10,15,4,4,1,0.6030,0.9874
3,10,15,4,7,2,0.6075,1.0438
3,10,15,4,10,4,0.6127,1.0869
3,10,15,5,7,1,0.6143,1.0494
3,10,15,5,10,1,0.5969,1.0732
3,10,15,6,6,5,0.6540,1.0821
3,10,15,8,4,10,0.6089,0.9671
3,10,15,8,6,4,0.6232,1.0783
3,10,15,8,7,3,0.6238,1.0760
3,10,20,1,3,1,0.5070,0.8373
3,10,20,1,5,2,0.5323,0.8848
3,10,20,1,7,10,0.4948,0.8831
3,10,20,1,10,2,0.5099,0.9419
3,10,20,2,3,1,0.5184,0.8490
3,10,20,2,4,4,0.5288,0.9156
3,10,20,2,10,1,0.5254,0.9618
3,10,20,2,15,3,0.4791,0.9318
3,10,20,4,5,2,0.5539,0.9456
3,10,20,4,5,3,0.5521,0.9550
3,10,20,4,15,1,0.4736,0.9335
3,10,20,5,3,1,0.5521,0.9144
3,10,20,5,6,2,0.5729,0.9742
3,10,20,6,15,3,0.4917,0.9794
3,10,20,8,3,2,0.5384,0.9267
3,10,20,8,3,4,0.5482,0.9306
3,10,20,8,15,4,0.4862,0.9767
3,20,3,2,15,4,0.3157,0.4483
3,20,3,3,3,3,0.3277,0.4325
3,20,3,3,3,5,0.3443,0.4301
3,20,3,3,4,10,0.3350,0.4404
3,20,4,1,4,1,0.3379,0.4436
3,20,4,1,4,3,0.3489,0.4684
3,20,4,1,4,10,0.3445,0.4412
3,20,4,1,10,3,0.3342,0.4940
3,20,4,2,5,10,0.3513,0.4669
3,20,4,3,4,10,0.3394,0.4677
3,20,4,3,5,2,0.3579,0.4908
3,20,4,3,6,1,0.3478,0.4816
3,20,4,4,3,2,0.3575,0.4555
3,20,4,4,3,4,0.3694,0.4819
3,20,4,4,4,1,0.3523,0.4811
3,20,4,4,15,10,0.3157,0.4860
3,20,5,1,4,5,0.3537,0.4708
3,20,5,2,3,4,0.3693,0.4790
3,20,5,2,5,2,0.3693,0.4839
3,20,5,2,10,1,0.3675,0.5182
3,20,5,2,15,3,0.3329,0.4956
3,20,5,3,4,3,0.3688,0.4977
3,20,5,4,4,5,0.3692,0.5160
3,20,5,4,5,10,0.3602,0.5105
3,20,5,5,6,4,0.3803,0.5341
3,20,5,5,10,3,0.3805,0.5452
3,20,6,1,3,4,0.3823,0.4812
3,20,6,2,3,4,0.3978,0.5069
3,20,6,2,3,5,0.3740,0.5043
3,20,6,2,4,10,0.3778,0.4955
3,20,6,2,5,5,0.3988,0.5334
3,20,6,3,3,1,0.3925,0.5095
3,20,6,4,3,3,0.4005,0.5301
3,20,6,4,5,2,0.3893,0.5178
3,20,6,4,10,10,0.3826,0.5409
3,20,6,5,6,1,0.3890,0.5409
3,20,6,6,5,4,0.3978,0.5513
3,20,10,1,3,10,0.4156,0.5423
3,20,10,2,3,1,0.4338,0.5705
3,20,10,3,3,3,0.4396,0.5854
3,20,10,3,4,3,0.4419,0.5805
3,20,10,3,7,3,0.4448,0.6363
3,20,10,4,4,4,0.4596,0.6030
3,20,10,4,6,10,0.4302,0.5976
3,20,10,5,6,1,0.4401,0.6070
3,20,10,6,3,4,0.4564,0.5898
3,20,10,6,5,2,0.4504,0.6010
3,20,10,6,5,3,0.4491,0.6292
3,20,15,1,4,5,0.4537,0.5946
3,20,15,2,5,4,0.4750,0.6225
3,20,15,2,6,1,0.4608,0.6092
3,20,15,3,4,3,0.4901,0.6207
3,20,15,4,4,5,0.4846,0.6420
3,20,15,4,6,3,0.5012,0.6596
3,20,15,4,6,5,0.4844,0.6411
3,20,15,4,7,4,0.5010,0.6446
3,20,15,5,4,4,0.4998,0.6440
3,20,15,5,15,1,0.4266,0.6300
3,20,15,5,15,5,0.4421,0.6480
3,20,15,6,4,5,0.5054,0.6304
3,20,15,8,4,1,0.4760,0.6007
3,20,15,8,10,4,0.4763,0.6766
3,20,20,2,6,5,0.4528,0.6017
3,20,20,4,4,4,0.4633,0.6064
3,20,20,4,6,1,0.4588,0.6007
3,20,20,4,10,1,0.4389,0.6338
3,20,20,4,15,3,0.4053,0.6266
3,20,20,5,15,5,0.4178,0.6349
3,20,20,8,15,5,0.4013,0.6263
4,2,3,1,10,4,0.3539,0.6970
4,2,3,2,3,1,0.3633,0.6389
4,2,3,2,4,3,0.3549,0.6709
4,2,3,2,6,1,0.3602,0.6775
4,2,3,2,15,4,0.3376,0.6862
4,2,3,3,3,2,0.3714,0.6415
4,2,3,3,4,10,0.3632,0.6703
4,2,3,3,10,10,0.3700,0.7014
4,2,4,1,7,2,0.3704,0.7052
4,2,4,1,7,3,0.3885,0.7203
4,2,4,1,7,5,0.3785,0.7276
4,2,4,1,7,10,0.3681,0.6938
4,2,4,3,4,1,0.3801,0.6960
4,2,4,3,4,3,0.3784,0.7152
4,2,4,3,4,5,0.3765,0.7116
4,2,4,3,6,5,0.3916,0.7366
4,2,4,3,7,1,0.3870,0.7390
4,2,5,1,4,1,0.3879,0.7259
4,2,5,1,7,3,0.3975,0.7567
4,2,5,2,5,1,0.3952,0.7495
4,2,5,2,5,4,0.3962,0.7572
4,2,5,2,15,4,0.3728,0.7607
4,2,5,2,15,5,0.3834,0.7734
4,2,5,3,15,5,0.3740,0.7811
4,2,5,4,3,2,0.4091,0.7541
4,2,5,4,4,5,0.4184,0.7949
4,2,5,4,6,1,0.4118,0.7913
4,2,5,5,15,3,0.3886,0.8012
4,2,5,5,15,5,0.3846,0.8132
4,2,6,1,7,4,0.4297,0.8153
4,2,6,3,7,10,0.4236,0.8392
4,2,6,3,15,1,0.3783,0.8253
4,2,6,4,5,1,0.4345,0.8148
4,2,6,4,6,2,0.4224,0.8449
4,2,6,6,3,5,0.4404,0.8221
4,2,6,6,5,3,0.4377,0.8510
4,2,6,6,5,10,0.4223,0.8173
4,2,10,1,3,3,0.4649,0.8809
4,2,10,2,4,5,0.4839,0.9332
4,2,10,3,5,3,0.4835,0.9780
4,2,10,4,4,5,0.5133,0.9901
4,2,10,4,5,5,0.4912,1.0026
4,2,10,5,4,5,0.5055,1.0097
4,2,10,5,4,10,0.4866,0.9568
4,2,10,5,5,10,0.4970,0.9812
4,2,10,5,15,10,0.4455,0.9685
4,2,10,6,4,10,0.4965,0.9737
4,2,10,6,5,1,0.5082,0.9911
4,2,10,6,5,4,0.5045,1.0390
4,2,10,6,6,5,0.5200,1.0591
